invoice_no	fan	radiator	engine	temp	starts	low_oil	oil_light
2501	1	1	0	1	0	0	1
2502	1	1	0	1	1	0	1
2503	1	1	0	0	1	0	0
2504	1	1	0	1	0	0	1
2505	1	0	1	0	1	0	0
2506	1	1	0	0	1	0	0
2507	1	1	0	1	1	1	1
2508	1	1	0	1	1	0	1
2509	0	1	1	0	1	0	1
2510	1	1	0	0	1	0	1
2511	1	0	1	0	1	0	0
2512	1	1	0	1	1	0	1
2513	1	1	0	0	1	0	0
2514	1	1	0	0	1	0	0
2515	1	1	0	1	0	0	1
2516	1	1	0	1	1	0	1
2517	0	1	1	0	0	0	1
2518	1	1	0	1	1	1	0
2519	1	1	1	0	0	0	1
2520	1	1	0	1	0	0	0
2521	0	1	1	0	0	0	1
2522	1	1	0	1	1	1	0
2523	0	1	1	0	1	0	1
2524	1	1	0	0	1	0	1
2525	0	1	0	1	1	1	0
2526	1	1	0	0	1	1	0
2527	0	0	1	1	0	1	0
2528	1	1	0	0	1	0	0
2529	1	1	0	1	1	0	0
2530	1	0	0	1	1	0	1
2531	1	1	0	1	1	0	1
2532	1	1	0	1	1	0	1
2533	1	1	0	1	1	0	1
2534	1	1	0	1	1	0	1
2535	1	1	0	0	1	0	1
2536	1	0	1	0	1	0	0
2537	1	1	0	1	1	0	0
2538	1	1	0	1	1	0	1
2539	0	1	1	0	1	1	0
2540	1	1	0	1	1	0	1
2541	1	1	0	0	1	1	0
2542	1	1	0	1	1	0	0
2543	1	1	0	1	1	1	0
2544	1	1	1	0	0	0	1
2545	1	1	0	1	1	0	1
2546	1	0	0	0	1	0	0
2547	1	1	0	1	1	0	1
2548	1	1	0	0	1	0	0
2549	1	1	0	1	1	1	1
2550	1	0	0	1	1	0	1
2551	1	0	1	0	1	0	1
2552	1	1	0	0	1	0	1
2553	1	1	0	1	1	0	1
2554	1	1	0	1	1	0	0
2555	1	1	0	1	1	0	0
2556	0	1	1	0	0	0	1
2557	0	1	1	0	0	0	1
2558	0	1	1	0	0	0	1
2559	0	1	0	1	0	0	1
2560	1	0	1	0	1	0	1
2561	1	0	0	0	1	1	0
2562	1	1	0	0	1	0	0
2563	1	1	0	1	1	0	1
2564	1	1	0	1	1	0	1
2565	1	1	0	1	1	0	0
2566	1	1	0	0	1	0	0
2567	1	1	0	1	1	1	0
2568	1	1	0	1	1	0	1
2569	1	1	0	1	1	0	1
2570	1	1	0	0	1	1	0
2571	1	1	0	0	1	0	1
2572	0	1	0	1	1	0	0
2573	0	1	1	0	1	0	1
2574	1	1	0	0	1	1	0
2575	1	0	1	0	0	1	0
2576	1	1	0	1	1	0	1
2577	1	1	1	0	0	0	1
2578	0	0	1	0	1	0	1
2579	0	1	1	0	0	0	1
2580	1	1	0	0	1	0	1
2581	1	1	0	0	1	0	1
2582	1	0	1	0	1	0	1
2583	1	0	1	0	1	1	0
2584	1	0	0	1	1	0	1
2585	1	0	1	0	0	0	1
2586	1	1	0	1	1	0	1
2587	1	1	0	0	1	0	1
2588	1	0	1	0	0	0	1
2589	1	0	0	1	1	0	1
2590	1	1	0	1	1	0	0
2591	1	1	1	1	0	0	1
2592	1	1	0	1	1	1	0
2593	1	1	0	1	1	0	0
2594	1	1	0	1	1	0	1
2595	1	1	0	1	1	0	1
2596	0	1	1	0	1	1	0
2597	0	1	1	0	0	0	1
2598	1	1	0	1	1	0	0
2599	1	1	1	0	1	0	1
2600	1	1	0	1	1	0	1
2601	0	0	1	0	1	1	1
2602	0	1	1	0	0	0	1
2603	1	1	0	1	1	0	1
2604	1	0	0	0	1	1	0
2605	1	0	1	0	1	0	1
2606	1	0	0	1	1	0	1
2607	1	1	0	1	0	0	0
2608	1	1	1	0	1	1	0
2609	1	1	0	1	1	1	0
2610	1	1	0	0	1	0	1
2611	1	1	0	0	1	0	1
2612	1	1	1	0	1	0	1
2613	0	1	0	1	1	1	0
2614	0	0	1	0	1	0	0
2615	1	1	0	1	1	0	0
2616	1	0	0	0	1	0	1
2617	1	1	1	0	0	0	1
2618	1	1	1	0	1	1	1
2619	0	1	1	1	1	0	1
2620	1	1	0	0	0	1	0
2621	1	0	0	0	1	1	0
2622	1	1	0	1	0	0	1
2623	1	1	0	1	1	1	0
2624	1	1	0	1	1	1	0
2625	1	1	1	0	1	0	1
2626	1	1	0	1	1	0	1
2627	1	1	0	1	1	0	1
2628	1	1	0	1	0	0	0
2629	1	1	0	1	1	0	1
2630	1	1	0	1	1	0	0
2631	1	0	1	0	1	1	0
2632	1	1	0	1	1	0	1
2633	1	1	1	0	1	0	1
2634	1	1	0	0	1	0	1
2635	0	1	1	0	1	0	1
2636	1	1	0	0	1	0	1
2637	0	1	1	0	0	0	1
2638	1	1	0	1	0	0	1
2639	1	1	0	1	1	1	0
2640	1	1	0	0	1	1	1
2641	1	1	0	1	1	0	1
2642	1	0	1	0	0	0	0
2643	1	1	0	1	1	1	0
2644	1	1	0	1	1	1	0
2645	1	0	0	1	0	0	1
2646	1	1	0	0	0	0	0
2647	1	1	0	0	1	1	0
2648	1	1	0	1	1	0	1
2649	1	0	0	1	1	1	1
2650	1	0	1	0	0	1	0
2651	1	1	0	1	1	1	0
2652	1	1	0	1	1	1	1
2653	0	1	1	0	1	0	0
2654	1	1	0	1	1	0	1
2655	1	1	0	0	1	0	1
2656	1	1	0	0	1	0	1
2657	1	1	0	1	1	1	0
2658	1	1	0	1	0	1	0
2659	1	1	0	0	1	0	1
2660	1	1	0	0	1	0	0
2661	0	1	0	1	1	1	0
2662	0	1	0	1	1	0	1
2663	1	1	0	0	1	0	1
2664	1	1	0	1	1	0	1
2665	1	1	0	1	1	0	1
2666	1	0	0	0	1	1	0
2667	0	1	1	0	0	0	0
2668	0	1	1	0	1	0	1
2669	0	0	1	0	0	0	1
2670	1	0	0	0	1	0	1
2671	1	1	0	0	1	1	1
2672	1	1	0	0	1	0	0
2673	1	1	0	0	1	1	0
2674	1	1	0	1	1	0	1
2675	1	0	0	1	0	0	1
2676	1	1	0	1	1	0	1
2677	1	1	0	1	1	1	0
2678	1	1	0	1	1	0	1
2679	1	0	1	0	1	0	1
2680	1	1	0	1	1	1	0
2681	1	0	0	0	1	0	1
2682	1	1	0	1	1	1	0
2683	1	1	0	0	1	0	1
2684	1	1	0	1	1	1	0
2685	1	1	0	1	1	0	1
2686	1	1	0	1	1	0	1
2687	1	1	0	1	0	0	1
2688	1	1	0	0	1	0	0
2689	1	1	0	1	1	0	1
2690	1	1	0	1	0	0	1
2691	0	1	1	0	1	0	1
2692	0	1	0	1	1	1	0
2693	1	1	0	1	1	0	1
2694	1	1	0	1	1	0	0
2695	1	1	0	1	1	1	0
2696	1	1	0	0	1	1	0
2697	1	1	0	1	1	0	1
2698	1	1	0	0	1	0	1
2699	1	1	0	0	1	1	0
2700	1	1	0	0	1	0	1
2701	1	1	0	1	1	1	0
2702	0	1	0	0	1	0	1
2703	1	1	1	0	0	0	1
2704	1	1	0	0	1	1	0
2705	1	0	0	0	1	0	1
2706	1	1	0	0	0	0	0
2707	1	1	0	0	1	1	0
2708	1	1	0	1	1	0	1
2709	1	1	0	1	1	1	0
2710	1	1	0	1	1	1	0
2711	1	1	0	0	1	0	1
2712	1	0	0	0	0	1	0
2713	1	0	0	0	1	0	1
2714	1	1	0	1	1	0	1
2715	1	1	0	0	1	0	1
2716	1	1	0	1	1	0	1
2717	0	0	1	0	1	0	1
2718	1	1	0	1	1	1	0
2719	1	1	0	0	1	0	1
2720	1	1	0	1	1	0	1
2721	0	1	1	1	1	0	1
2722	0	1	1	0	1	0	1
2723	1	0	1	0	0	1	1
2724	1	1	0	1	1	1	0
2725	1	0	1	0	1	0	1
2726	1	1	0	1	1	0	1
2727	1	1	0	1	1	0	1
2728	0	1	1	0	1	0	0
2729	1	1	0	1	1	0	1
2730	1	0	0	1	1	0	1
2731	0	1	1	0	1	0	1
2732	1	1	0	0	1	0	1
2733	1	1	0	1	1	1	0
2734	1	1	0	0	1	1	0
2735	1	1	0	0	1	1	0
2736	1	1	0	1	0	0	1
2737	1	1	0	0	0	0	1
2738	1	1	0	1	1	0	1
2739	1	1	0	0	1	0	1
2740	1	1	1	0	1	0	1
2741	0	0	1	0	1	0	1
2742	1	1	0	0	1	1	0
2743	1	1	0	0	1	0	1
2744	1	1	0	1	1	0	1
2745	1	1	0	0	1	1	0
2746	1	1	0	1	1	1	0
2747	1	0	1	0	1	0	1
2748	1	1	0	0	0	0	1
2749	1	1	0	1	1	0	1
2750	1	1	0	1	1	0	1
2751	1	1	0	1	1	0	0
2752	1	1	0	1	1	1	0
2753	0	1	0	1	1	1	1
2754	0	1	1	0	0	1	0
2755	1	1	0	0	1	0	1
2756	1	1	1	0	0	1	0
2757	0	1	1	1	1	1	1
2758	1	0	0	1	1	0	0
2759	1	1	0	1	1	0	1
2760	1	0	1	0	0	0	1
2761	1	1	0	1	1	0	1
2762	1	1	1	0	1	1	0
2763	1	1	0	0	1	0	1
2764	1	1	0	1	1	0	1
2765	1	1	0	1	1	0	0
2766	1	1	0	1	1	1	1
2767	1	1	1	0	0	0	1
2768	1	1	0	1	0	0	0
2769	1	1	0	1	1	1	1
2770	1	0	1	0	1	1	0
2771	1	0	0	0	1	1	0
2772	1	1	0	1	1	0	1
2773	1	1	0	1	1	1	0
2774	1	1	1	0	1	0	1
2775	1	1	0	0	0	1	0
2776	0	1	1	0	0	0	0
2777	1	1	0	1	1	0	1
2778	1	1	1	0	0	0	1
2779	1	1	0	0	1	0	1
2780	1	1	0	0	1	1	0
2781	1	1	1	0	1	1	0
2782	1	0	1	1	0	0	1
2783	1	1	1	0	1	0	0
2784	0	1	1	0	1	1	0
2785	1	1	0	0	1	0	1
2786	1	1	0	1	1	0	1
2787	1	1	0	1	1	1	0
2788	1	1	0	1	1	0	1
2789	1	0	1	0	0	0	1
2790	1	0	0	1	1	0	0
2791	1	0	1	0	0	0	1
2792	1	0	1	0	1	0	1
2793	1	1	0	0	1	0	0
2794	1	1	0	1	1	0	1
2795	1	1	0	1	1	1	0
2796	1	0	1	0	1	1	0
2797	1	1	0	0	1	0	0
2798	1	1	0	0	1	1	0
2799	1	1	0	0	1	0	1
2800	1	1	0	0	1	0	1
2801	1	0	1	0	1	1	0
2802	1	1	1	0	0	1	0
2803	1	0	0	0	1	0	1
2804	0	0	1	0	1	1	0
2805	1	1	0	1	1	0	1
2806	1	1	0	1	1	0	1
2807	0	0	1	0	1	0	0
2808	1	1	0	1	1	0	1
2809	1	1	0	0	1	0	1
2810	1	1	0	1	1	0	1
2811	1	0	1	0	1	0	1
2812	1	0	1	1	1	0	0
2813	1	0	0	1	1	0	1
2814	1	1	0	0	1	1	0
2815	1	1	0	1	1	0	1
2816	1	1	0	1	1	0	1
2817	1	1	0	0	1	0	0
2818	1	1	0	1	1	1	0
2819	1	1	0	1	1	0	1
2820	0	1	0	1	1	0	0
2821	1	1	0	0	1	0	0
2822	0	1	1	0	1	0	1
2823	0	0	1	0	1	0	1
2824	0	1	1	0	1	1	0
2825	1	1	0	0	1	1	0
2826	1	1	0	0	1	1	0
2827	1	1	0	1	1	0	1
2828	1	1	1	0	0	0	1
2829	1	1	0	1	0	1	0
2830	0	1	1	0	1	1	0
2831	1	1	1	0	1	0	1
2832	1	1	0	1	1	0	0
2833	1	1	1	0	1	1	0
2834	1	1	0	1	1	0	1
2835	1	1	0	1	0	0	1
2836	0	0	1	0	0	0	1
2837	1	1	0	1	1	1	0
2838	1	1	0	1	0	1	0
2839	1	0	0	0	1	0	1
2840	1	0	0	1	1	0	1
2841	1	1	0	1	1	0	1
2842	0	0	1	0	1	0	1
2843	1	1	0	0	1	0	1
2844	0	1	1	0	0	0	1
2845	1	0	0	0	1	0	1
2846	1	1	0	0	0	0	1
2847	1	1	0	1	1	1	1
2848	1	1	0	1	1	0	1
2849	1	1	0	0	1	0	1
2850	1	1	0	0	1	0	0
2851	1	1	0	1	1	0	1
2852	1	1	0	1	0	0	1
2853	1	1	0	1	1	0	1
2854	1	1	0	0	1	0	1
2855	1	1	0	1	1	0	1
2856	1	1	0	0	1	0	1
2857	1	1	0	0	1	1	0
2858	1	1	0	1	0	1	0
2859	0	1	1	0	1	1	0
2860	1	1	0	0	1	0	1
2861	1	1	0	1	1	1	0
2862	0	0	1	0	1	0	1
2863	1	1	0	1	1	0	1
2864	0	1	0	1	1	0	1
2865	1	0	1	0	0	0	1
2866	1	1	0	1	1	0	1
2867	0	1	1	0	1	0	1
2868	0	1	1	0	1	0	1
2869	1	1	0	0	0	0	1
2870	1	1	0	1	1	0	1
2871	1	1	0	1	1	1	0
2872	1	0	1	0	1	0	1
2873	0	1	0	1	1	0	1
2874	1	1	0	1	0	1	0
2875	0	0	1	1	0	1	0
2876	1	1	0	1	1	1	0
2877	0	1	1	0	1	0	1
2878	1	1	0	1	1	0	1
2879	1	1	0	0	1	0	1
2880	1	1	0	1	1	1	0
2881	1	1	0	1	1	0	1
2882	0	1	1	0	1	0	1
2883	1	1	0	1	1	0	1
2884	1	1	1	0	1	0	1
2885	0	1	1	0	0	1	0
2886	1	1	0	1	1	0	1
2887	1	1	0	1	1	0	1
2888	1	1	0	1	1	0	1
2889	1	1	0	0	1	1	1
2890	0	1	1	0	0	1	0
2891	1	1	0	0	0	1	0
2892	1	1	0	0	1	1	0
2893	1	0	1	0	0	1	0
2894	1	1	0	1	1	0	1
2895	0	0	1	0	0	1	0
2896	1	1	0	1	1	0	1
2897	1	1	0	1	0	0	1
2898	1	1	0	1	1	0	1
2899	0	0	1	0	1	0	1
2900	1	1	0	1	1	1	0
2901	0	0	1	1	0	0	1
2902	1	1	0	0	1	0	1
2903	0	1	0	1	0	0	1
2904	1	0	1	1	0	0	0
2905	1	1	0	1	1	0	1
2906	0	1	1	0	0	0	0
2907	1	1	0	1	1	0	1
2908	1	1	1	0	1	1	0
2909	1	1	0	1	1	0	1
2910	1	1	0	1	0	1	0
2911	1	0	0	1	1	1	0
2912	0	0	0	0	1	0	1
2913	1	1	0	1	1	0	0
2914	0	0	1	0	0	1	0
2915	1	1	0	1	1	1	1
2916	1	1	0	0	1	0	1
2917	1	1	0	1	1	0	1
2918	1	1	0	0	1	1	0
2919	1	1	0	1	1	1	0
2920	0	1	1	1	1	0	1
2921	1	1	0	0	1	1	0
2922	1	1	0	1	1	0	0
2923	0	1	1	1	1	1	0
2924	1	1	1	0	0	0	1
2925	1	1	0	1	1	1	0
2926	0	1	1	0	1	1	0
2927	1	1	0	0	1	1	0
2928	0	1	1	0	1	1	0
2929	0	1	1	1	0	0	1
2930	1	1	1	0	1	0	1
2931	1	1	0	0	1	0	1
2932	0	0	1	0	0	0	1
2933	1	1	0	1	1	0	1
2934	0	1	1	0	1	0	1
2935	0	1	1	0	1	0	1
2936	1	1	1	0	0	0	1
2937	1	1	0	1	1	0	1
2938	0	1	1	0	1	0	1
2939	0	1	1	1	0	1	0
2940	1	1	0	1	1	0	1
2941	1	1	0	1	1	0	1
2942	1	1	0	1	1	0	1
2943	1	1	0	1	1	0	1
2944	0	1	1	0	1	1	0
2945	0	1	1	1	1	0	1
2946	1	1	0	1	1	1	0
2947	1	1	0	1	1	0	0
2948	0	1	1	0	1	0	0
2949	1	1	0	1	1	0	1
2950	0	1	1	0	0	1	0
2951	1	1	0	1	0	0	1
2952	1	1	0	0	1	0	0
2953	1	0	1	0	1	1	0
2954	1	0	1	0	1	1	0
2955	1	1	0	0	1	0	1
2956	1	0	0	0	1	0	1
2957	1	1	0	0	1	0	0
2958	1	0	1	0	0	0	1
2959	1	1	1	0	0	1	0
2960	0	1	1	1	0	1	0
2961	1	0	1	0	0	0	1
2962	1	1	0	1	1	0	1
2963	0	1	1	0	1	0	1
2964	1	0	0	1	1	1	0
2965	1	1	0	1	1	0	1
2966	0	0	1	0	1	0	0
2967	1	1	0	1	0	0	1
2968	1	1	0	0	1	0	1
2969	1	1	0	0	1	0	1
2970	1	1	0	1	1	0	0
2971	1	1	0	1	1	0	0
2972	0	0	0	1	1	0	1
2973	0	1	0	1	1	0	1
2974	1	1	0	1	1	0	1
2975	0	1	0	0	1	0	1
2976	1	1	0	0	1	0	0
2977	1	0	0	0	0	0	1
2978	1	1	1	0	1	0	1
2979	1	0	0	1	1	0	1
2980	0	1	0	0	1	0	1
2981	0	0	0	1	1	0	0
2982	1	1	0	0	1	0	1
2983	0	0	1	0	0	0	0
2984	1	1	0	1	1	1	0
2985	1	1	0	1	1	0	1
2986	0	1	1	0	1	0	0
2987	1	0	1	0	1	1	1
2988	1	0	1	0	1	0	1
2989	1	1	0	0	0	1	0
2990	1	1	0	1	1	0	0
2991	0	0	0	1	1	1	0
2992	0	0	0	1	1	1	0
2993	0	1	1	0	1	1	1
2994	1	0	1	0	0	0	1
2995	1	1	0	0	1	1	0
2996	1	1	0	1	1	1	0
2997	1	1	0	0	1	0	1
2998	1	1	0	1	1	0	1
2999	0	0	0	1	1	0	1
3000	0	1	1	0	1	0	1
3001	1	1	0	1	1	1	1
3002	1	1	0	1	1	0	1
3003	1	1	1	0	1	1	0
3004	1	1	0	1	0	0	1
3005	1	1	0	0	1	0	1
3006	1	0	1	0	0	1	1
3007	1	1	0	0	1	0	0
3008	1	1	0	1	1	1	0
3009	1	1	0	0	1	0	1
3010	0	1	1	0	1	0	1
3011	1	1	0	1	1	0	1
3012	1	1	0	0	1	0	1
3013	1	1	0	1	1	0	1
3014	1	1	0	1	1	0	1
3015	0	1	0	0	1	0	0
3016	1	0	0	0	1	1	0
3017	1	1	0	0	1	0	1
3018	1	1	0	1	1	0	1
3019	1	1	0	0	1	1	0
3020	1	1	0	0	1	1	0
3021	1	1	0	1	1	0	1
3022	1	1	0	0	0	1	0
3023	1	1	0	0	1	0	1
3024	1	1	0	1	1	1	0
3025	0	1	1	0	1	1	1
3026	1	1	0	1	1	0	1
3027	1	1	0	0	1	0	1
3028	0	1	0	1	1	1	0
3029	1	1	0	1	1	0	0
3030	1	1	0	0	1	1	0
3031	0	1	1	0	1	0	1
3032	1	1	0	0	1	0	1
3033	0	1	1	0	1	0	1
3034	1	1	0	1	1	0	1
3035	0	1	1	0	1	0	1
3036	1	1	0	0	1	1	0
3037	1	1	1	0	1	1	0
3038	1	1	1	0	1	0	1
3039	1	1	0	1	1	0	0
3040	1	0	1	0	0	0	1
3041	1	1	0	1	1	0	1
3042	1	1	0	1	1	1	0
3043	1	1	1	0	1	1	0
3044	1	1	0	0	1	0	0
3045	1	1	0	1	1	0	1
3046	1	0	0	1	1	0	1
3047	1	0	0	0	1	1	0
3048	1	1	0	1	1	0	1
3049	0	1	1	0	1	1	0
3050	1	1	0	1	1	0	1
3051	1	1	0	1	1	0	1
3052	1	1	0	1	1	0	1
3053	1	1	0	1	1	0	1
3054	1	1	0	1	1	0	0
3055	1	1	0	1	1	1	0
3056	1	1	0	0	1	1	1
3057	1	1	0	1	1	0	1
3058	1	0	0	0	1	1	0
3059	0	1	1	0	1	0	1
3060	1	0	1	0	1	0	1
3061	1	1	0	1	1	1	0
3062	1	1	0	0	1	0	1
3063	1	0	1	1	1	0	1
3064	1	1	0	1	1	0	1
3065	0	0	1	0	1	0	1
3066	1	1	0	1	1	0	1
3067	1	1	0	0	1	0	1
3068	0	0	0	1	1	1	0
3069	1	1	0	1	1	1	0
3070	1	1	0	1	0	1	0
3071	1	1	0	1	0	1	0
3072	1	1	0	0	1	0	1
3073	1	0	0	0	1	1	0
3074	1	1	1	0	0	0	1
3075	1	1	0	1	1	1	0
3076	1	1	1	0	1	0	1
3077	0	1	1	0	0	0	1
3078	1	0	0	1	1	0	1
3079	1	1	0	0	1	0	1
3080	1	0	1	0	0	0	1
3081	1	0	1	0	0	1	0
3082	1	1	1	0	1	0	0
3083	1	1	0	1	1	0	1
3084	1	1	0	1	1	0	0
3085	1	1	0	0	1	1	0
3086	1	1	0	0	1	1	1
3087	1	1	0	1	1	0	0
3088	1	1	0	1	1	1	0
3089	0	1	1	0	1	0	1
3090	1	0	1	0	0	1	0
3091	1	1	0	0	1	0	1
3092	1	1	0	1	1	0	1
3093	1	1	0	1	1	0	0
3094	1	1	0	0	1	0	1
3095	1	0	0	1	1	0	1
3096	0	1	1	0	1	1	0
3097	1	1	0	0	1	1	0
3098	1	1	0	0	1	0	1
3099	1	1	0	1	1	1	0
3100	0	1	1	0	1	1	0
3101	1	1	0	0	1	0	1
3102	0	1	1	0	1	0	0
3103	1	1	0	1	1	0	1
3104	1	1	0	1	1	1	0
3105	1	1	0	0	0	0	1
3106	1	1	0	1	1	1	0
3107	1	0	0	1	1	1	0
3108	0	1	1	0	1	0	1
3109	1	1	0	1	1	0	0
3110	1	1	0	1	1	1	0
3111	1	1	0	1	1	0	0
3112	1	0	0	1	1	0	1
3113	0	1	0	1	1	0	1
3114	1	1	0	0	1	1	0
3115	1	1	0	1	1	0	1
3116	1	0	1	0	1	0	1
3117	0	1	1	0	1	0	1
3118	1	1	0	0	1	0	1
3119	0	1	1	0	1	0	0
3120	1	1	0	0	1	0	1
3121	1	1	0	0	1	0	1
3122	1	1	0	0	1	1	1
3123	1	1	0	1	1	1	0
3124	1	1	0	1	1	1	0
3125	1	1	0	1	1	0	1
3126	1	1	0	0	0	0	0
3127	1	1	0	1	1	1	0
3128	1	0	0	1	1	0	0
3129	0	1	1	0	1	0	1
3130	1	1	0	0	1	0	1
3131	0	1	1	0	1	0	1
3132	1	1	0	0	1	1	0
3133	1	1	0	0	1	0	1
3134	1	1	0	1	1	0	1
3135	1	1	0	1	0	0	1
3136	0	0	1	0	1	0	1
3137	1	1	0	1	1	0	0
3138	1	1	0	1	1	1	0
3139	1	0	0	1	0	0	1
3140	1	1	0	0	1	1	1
3141	1	1	0	0	1	0	1
3142	1	1	0	0	0	0	1
3143	1	1	0	1	1	0	1
3144	1	1	0	0	1	0	1
3145	1	1	1	0	0	0	0
3146	0	1	1	0	1	0	1
3147	1	1	0	0	1	0	1
3148	1	1	0	1	1	0	1
3149	1	1	0	0	1	0	0
3150	1	1	0	1	1	0	1
3151	1	0	1	0	1	0	1
3152	1	1	0	1	1	0	1
3153	1	1	0	1	1	0	1
3154	1	1	0	0	1	0	1
3155	0	1	1	1	1	0	1
3156	1	1	0	1	1	0	0
3157	1	1	0	0	1	0	1
3158	1	1	0	1	0	1	0
3159	0	1	0	1	1	0	1
3160	1	1	0	0	1	1	0
3161	0	1	0	0	1	1	0
3162	1	1	0	0	0	0	1
3163	0	1	1	0	1	0	1
3164	0	1	1	0	0	0	1
3165	1	1	0	1	1	0	1
3166	1	1	0	1	1	1	0
3167	1	1	0	1	1	1	0
3168	1	1	0	1	1	0	1
3169	1	1	0	0	1	0	1
3170	1	1	0	1	1	0	0
3171	1	0	0	0	1	0	1
3172	0	1	0	0	1	0	1
3173	0	0	0	1	1	0	0
3174	1	1	0	0	1	0	1
3175	1	1	0	0	1	0	1
3176	1	0	1	0	1	1	0
3177	1	1	0	1	1	0	1
3178	1	1	0	0	1	1	0
3179	1	1	0	1	1	0	1
3180	1	1	0	0	1	1	0
3181	0	1	1	0	0	0	0
3182	1	1	0	1	1	0	0
3183	1	1	0	1	1	1	0
3184	1	1	1	0	1	0	1
3185	1	1	0	1	1	1	0
3186	0	1	1	0	0	0	1
3187	0	1	0	1	1	0	1
3188	0	1	1	0	1	1	0
3189	1	0	0	1	1	0	1
3190	0	0	0	0	1	1	0
3191	1	1	0	0	1	1	0
3192	1	1	0	0	1	0	1
3193	1	1	0	0	1	0	1
3194	1	1	0	0	1	0	0
3195	1	0	1	0	1	0	1
3196	0	1	1	1	1	0	1
3197	0	1	1	1	1	1	1
3198	1	1	0	0	1	0	1
3199	1	1	0	0	1	0	1
3200	1	1	0	1	1	1	0
3201	1	1	0	0	1	0	1
3202	1	1	0	1	1	0	1
3203	1	1	1	0	0	0	1
3204	1	0	1	0	1	0	0
3205	1	1	0	1	1	0	0
3206	1	1	1	0	1	0	0
3207	1	1	0	0	1	0	1
3208	1	1	0	0	0	1	1
3209	0	1	1	0	1	0	1
3210	0	1	1	0	1	0	1
3211	0	1	1	0	0	0	0
3212	1	1	0	1	1	0	1
3213	1	1	0	0	1	0	1
3214	1	1	1	0	1	0	1
3215	1	1	0	0	1	1	0
3216	1	1	0	1	1	0	1
3217	0	0	0	1	1	0	1
3218	1	1	0	1	1	0	0
3219	1	1	0	1	1	0	1
3220	1	1	1	0	1	0	1
3221	1	1	0	1	1	0	1
3222	1	1	0	1	1	1	0
3223	1	1	0	0	1	1	0
3224	0	1	1	0	1	1	0
3225	1	1	0	0	1	0	1
3226	0	1	1	0	1	0	1
3227	1	1	0	0	0	0	1
3228	0	0	1	0	1	0	0
3229	1	1	1	0	1	1	0
3230	1	1	0	1	1	0	1
3231	0	1	1	0	0	0	1
3232	0	0	1	0	0	0	1
3233	1	1	0	0	1	1	0
3234	1	1	0	1	1	0	1
3235	1	1	1	0	1	1	0
3236	1	1	0	0	0	0	1
3237	1	1	0	1	1	0	0
3238	0	0	1	0	0	0	0
3239	1	1	0	1	1	0	1
3240	0	1	1	0	1	0	1
3241	0	1	0	0	1	0	1
3242	1	0	1	0	1	1	0
3243	1	1	0	1	1	1	0
3244	0	1	1	0	1	0	1
3245	1	0	1	0	1	1	0
3246	1	1	0	1	1	1	0
3247	1	1	0	1	1	1	0
3248	1	1	1	0	1	0	0
3249	1	0	1	0	0	0	1
3250	1	1	0	1	1	0	1
3251	1	1	0	1	1	0	0
3252	1	1	0	1	1	0	1
3253	1	1	0	1	1	0	0
3254	0	1	0	1	1	1	0
3255	0	1	1	0	0	1	0
3256	1	1	0	0	1	1	0
3257	0	1	0	1	1	0	1
3258	1	0	0	0	0	0	0
3259	1	1	0	1	1	0	1
3260	1	1	0	1	1	0	0
3261	1	0	1	0	1	0	0
3262	0	0	1	1	1	1	0
3263	1	0	0	1	1	0	0
3264	0	1	1	0	0	0	1
3265	1	1	0	1	0	0	1
3266	1	1	0	1	1	0	1
3267	0	0	1	0	1	1	0
3268	1	0	1	0	1	0	1
3269	0	1	1	0	1	0	0
3270	1	1	0	0	1	0	1
3271	1	1	0	0	1	1	0
3272	1	1	0	1	1	1	0
3273	1	1	0	1	1	0	0
3274	1	0	1	0	0	0	1
3275	0	1	1	0	0	0	1
3276	1	1	0	1	0	1	0
3277	0	0	1	0	1	0	0
3278	1	1	0	0	1	1	0
3279	0	1	1	0	1	0	1
3280	0	1	1	0	0	1	0
3281	1	1	0	1	1	0	1
3282	1	0	0	1	1	0	1
3283	1	1	0	0	1	0	1
3284	1	1	0	0	1	0	1
3285	1	1	0	1	1	1	0
3286	1	1	0	0	1	0	0
3287	0	0	1	0	1	0	1
3288	0	1	1	1	1	0	1
3289	1	0	1	0	0	1	0
3290	1	0	1	0	1	0	1
3291	0	1	1	0	1	0	1
3292	1	1	0	1	1	0	1
3293	0	1	1	0	1	0	1
3294	1	1	0	0	1	0	1
3295	1	1	0	0	1	1	0
3296	0	1	1	0	0	1	0
3297	1	1	0	1	1	0	1
3298	0	0	1	1	0	0	1
3299	1	0	1	0	1	1	0
3300	1	1	0	0	1	0	1
3301	1	1	0	1	1	0	1
3302	1	1	0	1	0	0	1
3303	1	1	0	1	1	0	1
3304	1	1	0	1	1	1	0
3305	1	1	0	1	1	0	1
3306	1	1	0	0	1	0	1
3307	1	1	0	1	1	0	1
3308	0	1	1	0	1	0	0
3309	1	1	0	0	1	0	1
3310	0	1	1	0	0	1	0
3311	1	0	0	0	1	0	1
3312	1	0	0	0	1	0	1
3313	1	1	0	0	0	1	0
3314	1	1	0	1	1	1	0
3315	1	1	0	1	1	0	1
3316	1	1	0	1	1	1	0
3317	0	1	1	0	1	0	1
3318	1	1	0	1	1	1	0
3319	1	1	0	1	1	1	0
3320	1	1	0	1	1	0	1
3321	0	1	1	0	1	1	0
